err_whole, err1, err2, err3, err4, err5, err6, err7, err8, err9
2.455374324416381981e-01,2.808011961093454523e-01,2.547721089750633050e-01,2.565961562258354256e-01,2.399543475819230776e-01,2.351778060547617399e-01,2.446181605500918343e-01,2.484049004246865755e-01,2.358313314975419572e-01,2.425806049334230940e-01
2.350604274602029198e-01,2.710092311415895905e-01,2.472370966595182074e-01,2.440467740452199608e-01,2.141313489675420734e-01,2.270975722859535084e-01,2.363213518048690454e-01,2.402307682231371866e-01,2.254614371246263793e-01,2.332793938338889872e-01
2.288268941746069152e-01,2.620770234861797832e-01,2.383550531036066067e-01,2.401099818029323041e-01,2.164415988922163414e-01,2.195302381954696846e-01,2.288508494992502196e-01,2.328355989088151390e-01,2.191924452882248742e-01,2.280092376473823179e-01
2.202004833312740661e-01,2.527737299961373973e-01,2.306553735011838413e-01,2.302432004548915778e-01,2.033314315228034741e-01,2.116250972261769225e-01,2.211885100162490070e-01,2.246527724279726301e-01,2.122553756851765505e-01,2.187239482328084683e-01
2.132649682748178066e-01,2.446754188506794769e-01,2.216715366095052264e-01,2.245103633741765969e-01,1.990897072553640124e-01,2.045903985878086695e-01,2.131645281449442986e-01,2.172299546839645268e-01,2.039206153865918136e-01,2.161771427679533286e-01
2.058646771663388275e-01,2.372257859585338302e-01,2.139470905491909214e-01,2.183461051951868515e-01,1.948434140088528832e-01,1.979791925160267752e-01,2.059058035020547017e-01,2.092799728828967643e-01,1.958382939961659797e-01,2.040418756027048419e-01
1.975716021894127761e-01,2.282338057442473700e-01,2.077289928318343526e-01,2.056343483083304391e-01,1.800594901463038466e-01,1.901482255134198107e-01,1.986508068789810955e-01,2.020623879269391743e-01,1.891081085575805620e-01,1.968989427812340987e-01
1.922655783812872998e-01,2.200771306942130023e-01,1.996559630728237389e-01,2.018351133618100923e-01,1.827309841586614580e-01,1.843691937526371061e-01,1.919425310378278793e-01,1.955792143943501371e-01,1.829686346924665474e-01,1.933260720431312640e-01
1.835061116663417036e-01,2.113199529798168441e-01,1.936183727184216108e-01,1.925131914581013071e-01,1.645159816789920904e-01,1.778806070586342047e-01,1.853490107914722296e-01,1.878263217669128848e-01,1.734312932065830426e-01,1.796177195246484171e-01
1.782230646975666022e-01,2.028112093069739108e-01,1.861062491267465591e-01,1.817226386073342026e-01,1.672571513015092548e-01,1.714002390842568058e-01,1.784507152166666943e-01,1.813974496563180994e-01,1.703822254154289395e-01,1.807579381860899836e-01
1.711996070355193134e-01,1.947890984188231644e-01,1.796772543235817809e-01,1.802035529870168185e-01,1.575380359522690621e-01,1.655505641275590023e-01,1.720143574397962061e-01,1.751557880518428978e-01,1.637967682137708714e-01,1.674456644571995223e-01
1.663431648393887408e-01,1.869474475403833102e-01,1.744792849189544803e-01,1.743677284276026473e-01,1.562538332695145027e-01,1.594358412990521667e-01,1.659963948614864571e-01,1.690801393360125693e-01,1.598467458380691542e-01,1.656719573096814835e-01
1.601241584384842653e-01,1.799781910910927263e-01,1.675776875736271765e-01,1.671703408797300949e-01,1.510103218938780856e-01,1.540032626621034573e-01,1.604916027112578691e-01,1.633535057397844104e-01,1.534507730565378703e-01,1.573115819908456336e-01
1.543147670960291762e-01,1.740342493729091222e-01,1.601175057242172073e-01,1.635063793267558241e-01,1.436055103225303831e-01,1.484119442416675927e-01,1.540861423998423352e-01,1.568486510841871351e-01,1.485253421634562254e-01,1.566187230661827690e-01
1.484048226277702998e-01,1.680531045607592810e-01,1.546658878326387931e-01,1.542763543583644259e-01,1.425226488112727452e-01,1.430320832773109840e-01,1.481934982319769167e-01,1.505691931536140837e-01,1.426417057918437925e-01,1.460909668812074291e-01
1.417618297436196717e-01,1.609617748498823886e-01,1.502245832706060324e-01,1.456283062943018736e-01,1.262230225938822947e-01,1.373966649214274638e-01,1.432022222301762016e-01,1.461226092261428688e-01,1.339774053719508251e-01,1.399496844759841874e-01
1.383872630664371994e-01,1.542154249506121622e-01,1.438914139855034524e-01,1.464836475436126217e-01,1.317350926511212938e-01,1.325298557087573048e-01,1.383844214640684578e-01,1.408022411910809235e-01,1.316675916997073759e-01,1.375118660159539152e-01
1.323060313498267693e-01,1.492700952577766527e-01,1.381939621078532021e-01,1.411186853499259153e-01,1.187852290944424877e-01,1.276297326142511457e-01,1.323206652469726130e-01,1.347819627455168756e-01,1.227870717747857471e-01,1.362778275702727082e-01
1.259921631005193887e-01,1.427441524375323567e-01,1.340607501159052084e-01,1.292831312736620608e-01,1.132420922014063247e-01,1.224083821760125063e-01,1.272043367560034277e-01,1.298063715582521982e-01,1.222024752128762076e-01,1.208248257841835205e-01
1.238284233313767940e-01,1.370259390282756451e-01,1.295042551414437582e-01,1.306335695001894781e-01,1.160737555295139750e-01,1.179713447456380571e-01,1.235018524168699505e-01,1.257488591170056180e-01,1.207976358882524581e-01,1.247052736045077687e-01
1.177806575743012840e-01,1.306540283033024996e-01,1.231290444571491449e-01,1.234804980266122759e-01,1.087308173439848202e-01,1.142489215167439287e-01,1.184093412812054907e-01,1.206129641860640422e-01,1.093751884870005908e-01,1.166899580290109290e-01
1.138882692381806838e-01,1.273712472662621442e-01,1.180303452585900886e-01,1.197960357053942104e-01,1.104604751626256653e-01,1.087314823015523846e-01,1.127994448916700143e-01,1.158593515023005061e-01,1.058542337103904468e-01,1.162881049051212728e-01
1.081959761235410517e-01,1.236660056710494615e-01,1.130470155623533313e-01,1.168589986671102754e-01,9.618722932213705223e-02,1.043350596709289174e-01,1.089192982214286370e-01,1.104881442838443473e-01,1.040886356789331724e-01,1.081759858877840985e-01
1.049863298875660933e-01,1.183974579798793142e-01,1.099392575469547439e-01,1.080643676933943226e-01,1.002923652034985319e-01,1.009489436162209902e-01,1.042460959610579246e-01,1.067928899809701820e-01,1.007440119304699455e-01,1.053489019422489820e-01
1.005112813229627616e-01,1.149485342158666767e-01,1.044090886456589401e-01,1.081029396183961488e-01,9.088831490980117667e-02,9.674723279835423240e-02,1.008033502582647845e-01,1.030549023637980371e-01,9.378347863821864805e-02,1.024642179323992791e-01
9.629755571145744153e-02,1.093784155034739081e-01,1.009587998496987854e-01,1.012274245255193883e-01,9.143313974776787201e-02,9.313361871430145267e-02,9.678034031346030575e-02,9.826312598808931154e-02,8.797905474249284596e-02,9.276144404068180360e-02
9.287299634576623442e-02,1.054611082562295910e-01,9.601970853722402444e-02,9.883570400728820815e-02,8.519660576112959849e-02,8.951284381085512776e-02,9.216826774174635695e-02,9.459258397729948531e-02,8.530604995633725429e-02,9.814926878143140354e-02
8.781964506274102245e-02,1.012805381509028629e-01,9.324052619617510806e-02,9.309100950632354099e-02,7.784689048361576047e-02,8.537736742083251729e-02,8.896496407417973928e-02,9.028478560976821443e-02,8.211791390578374039e-02,8.375957896919807022e-02
8.604760816543501056e-02,9.443339970435543629e-02,9.084242001479278517e-02,8.747332490887833878e-02,8.002740794646263922e-02,8.218961712468261793e-02,8.562069051530160624e-02,8.778547020919404142e-02,8.138112408374946483e-02,8.858276483502400267e-02
8.230821458865111850e-02,9.060179498754719618e-02,8.633075824543887111e-02,8.563972964470742411e-02,7.932470770044719455e-02,7.962109334219795442e-02,8.221276102311635137e-02,8.358893271974268679e-02,7.885458916670182172e-02,7.903728913561527958e-02
7.781568072931224767e-02,8.601365379212821960e-02,8.224848062332197618e-02,7.943450872767442161e-02,6.401529199872796339e-02,7.554957264086319124e-02,7.849665645738455877e-02,8.064023139988915623e-02,7.386959640442782027e-02,8.262823354294641931e-02
7.641728006761001890e-02,8.487693947256676197e-02,7.846116238975886503e-02,8.441850654891983052e-02,7.743885355095364575e-02,7.263203428026239472e-02,7.602905432423101573e-02,7.732912075939071816e-02,7.126354990827865610e-02,7.251526195210758474e-02
7.218449825940667641e-02,8.067363981709457788e-02,7.761723134650387601e-02,7.626203252667453081e-02,6.386773872023894516e-02,7.079914340727433419e-02,7.226295302570753809e-02,7.398335067279525334e-02,6.657801984856093203e-02,6.872229914448947652e-02
7.033102605049959544e-02,7.617569236878357630e-02,7.272022589033150242e-02,7.285523588690218100e-02,6.658718499986250594e-02,6.728618962771365508e-02,7.026006544114825336e-02,7.174365127512415119e-02,6.491924754864715486e-02,7.318453974217940805e-02
6.702785992199010445e-02,7.210895530932528996e-02,7.113632331396586850e-02,7.033528070717671998e-02,6.235897450951273513e-02,6.423351433317048276e-02,6.743685434427926229e-02,6.910647380827746045e-02,6.211398348985996271e-02,6.436744927398778404e-02
6.515124582333242653e-02,6.736204316094411559e-02,6.865123380227822203e-02,6.290537993392704419e-02,6.608005867581195902e-02,6.254856882165690801e-02,6.409894106013094839e-02,6.533336489867225261e-02,6.409175207749499836e-02,6.485950464198787790e-02
6.078493260845679869e-02,6.648184766903891818e-02,6.437104549394588593e-02,6.406922380252377813e-02,5.294505909466291904e-02,5.957626917536443939e-02,6.204325689043850567e-02,6.294798354878831936e-02,5.353155854527019697e-02,5.854159246378413950e-02
5.883344316660859413e-02,6.350750655273794398e-02,6.179826531517789573e-02,6.279869419790762297e-02,4.956954813583620140e-02,5.681080312169975444e-02,5.989532587236531813e-02,6.020386926849842502e-02,5.440637342225400352e-02,6.035074412986658060e-02
5.600330455619564191e-02,6.220590845987385153e-02,5.922184991377363317e-02,5.969590156247906593e-02,4.596405460141317345e-02,5.414278852258981589e-02,5.636655125963223323e-02,5.864973094842815954e-02,4.954293414363513531e-02,5.909509728704686465e-02
5.371347210076735101e-02,5.969362460976852108e-02,5.874184203858834330e-02,5.684586739534851912e-02,4.473595300480637249e-02,5.244725107352640747e-02,5.487693341479871201e-02,5.581893537238154929e-02,4.873177619463533311e-02,4.875748063805503130e-02
5.521776699825606260e-02,5.675887138886001604e-02,5.492296912717958834e-02,5.700366405412761461e-02,6.058554364617901866e-02,5.128597108718093572e-02,5.244118152558434331e-02,5.435772019481487083e-02,5.118473634198858480e-02,6.225002705565000488e-02
4.921749356884409787e-02,5.491379451611771989e-02,5.319526675243886615e-02,5.358645358756169291e-02,4.237821599060016819e-02,4.898205677368425159e-02,5.061279759911633397e-02,5.050926167162452657e-02,4.149193957881074785e-02,4.232442109031191863e-02
4.804307261721055267e-02,5.043481978295841217e-02,5.071683702231173652e-02,4.658039972091482239e-02,3.593838576597922080e-02,4.617721907779630958e-02,4.839075523713431276e-02,4.937800719646782271e-02,4.251144727420946151e-02,5.752215089328479442e-02
4.761249772317647372e-02,4.793293179989188690e-02,4.992304624060866364e-02,4.900750513059937141e-02,5.453750101659437383e-02,4.481696767548644378e-02,4.743444700170122014e-02,4.772919463253274402e-02,4.542684246636068818e-02,3.723133815848703870e-02
4.628726259096893614e-02,4.585572580989739216e-02,4.696293063848465399e-02,5.300787982250772939e-02,3.673469643819184116e-02,4.334208186296228255e-02,4.462918547344907338e-02,4.642075466901507408e-02,4.445776622493352592e-02,5.771188861449786517e-02
4.219104211391418863e-02,4.621885946615001545e-02,4.415930629575399308e-02,4.496823568584171898e-02,4.272343725652170271e-02,4.123025356332774699e-02,4.214472771417027835e-02,4.353388555168517110e-02,3.692060199680282512e-02,3.732022354528279767e-02
4.131733427640159328e-02,4.515386392610552108e-02,4.333805471658294661e-02,4.161956547140651524e-02,3.995650919192472034e-02,3.932840367856903219e-02,4.108075879192855245e-02,4.213591061603251531e-02,3.815539727574820961e-02,4.233319825442136142e-02
3.986412646973245405e-02,4.408485988791666088e-02,4.189859910789231479e-02,4.612282119302076044e-02,3.647222540056535567e-02,3.795965074619660207e-02,3.976831873606320039e-02,4.070313709897714627e-02,3.427975110541094106e-02,3.879480590125711920e-02
3.844463527928831253e-02,4.008956089605107687e-02,3.970489835910005760e-02,3.740126537109098731e-02,4.099308410467393526e-02,3.672679402245552366e-02,3.787491075169044374e-02,3.839085952560134657e-02,3.444338188117759131e-02,3.870896097753698945e-02
3.560186194228842638e-02,3.940512917416108540e-02,3.766734069301320292e-02,3.697623899441324774e-02,2.998982749699680497e-02,3.463188283073925788e-02,3.590483350301046372e-02,3.695239290474237881e-02,2.979572657324196239e-02,3.765311229826390910e-02
3.755129069426779015e-02,3.938885700308385196e-02,3.582862377594125264e-02,4.079380501433042816e-02,5.047633232163844380e-02,3.354702319971281099e-02,3.361266891759466524e-02,3.539912690065951523e-02,3.475744260162276500e-02,3.866227772628592907e-02
3.272318431112448273e-02,3.725468114558352917e-02,3.503779413734561810e-02,3.522189714404061478e-02,2.910829648714675574e-02,3.248034026781802808e-02,3.274261735691571390e-02,3.356012376211362641e-02,3.022070455717402668e-02,3.015747314438394638e-02
3.158708689459768099e-02,3.481202176330228104e-02,3.562438577789360517e-02,2.992485110768735787e-02,2.619513717011840923e-02,3.094551467633580022e-02,3.243055897781751962e-02,3.315263614562483779e-02,2.623395952782877141e-02,2.860074674581122162e-02
3.185512716308758208e-02,3.343142566465209103e-02,3.159723580658218428e-02,3.843728205974182577e-02,2.958240662002984550e-02,2.899502562266488906e-02,3.084231287138505112e-02,3.191218782869498227e-02,2.699989210265765424e-02,3.769498127373410723e-02
2.852869455702450666e-02,3.286210317626767768e-02,3.048607333108495701e-02,3.275331194911471067e-02,2.241894358554092845e-02,2.806477400981150644e-02,2.916465617970470658e-02,2.993254152866962545e-02,2.273044543445102567e-02,2.721476236464355145e-02
2.895762536285697436e-02,3.115140197879789907e-02,2.920352683523613768e-02,2.853363227267646449e-02,2.810474752161934084e-02,2.771475331811184412e-02,2.800805970911183010e-02,2.894911570631445580e-02,2.814417082519287544e-02,3.380326646095163645e-02
2.717434517660913956e-02,3.205638800815296258e-02,2.917472382097505146e-02,3.133169411702519530e-02,2.564031034758066513e-02,2.631185786767134202e-02,2.769984843600610189e-02,2.701511032803021947e-02,2.195338453778243604e-02,2.241885763230897638e-02
2.629738788871630734e-02,2.693485767516312634e-02,3.013718728798808408e-02,2.260578682532626837e-02,2.126455183234922039e-02,2.491120670198290754e-02,2.664881140840751408e-02,2.752383251241763071e-02,2.259589562603842375e-02,2.689774125651615833e-02
2.759889504748424052e-02,2.581596341227602315e-02,2.638970041844210246e-02,3.223693799770074864e-02,3.643038993830884087e-02,2.426147079245986188e-02,2.665597590518536952e-02,2.634451773832288332e-02,2.556116415523692828e-02,2.311711937430627889e-02
2.509801593057868138e-02,2.453977358961572514e-02,2.697795919011308774e-02,2.533280839206835874e-02,2.676072469109233229e-02,2.362757112177412550e-02,2.397275823378967885e-02,2.498402679035275492e-02,1.816079287345526497e-02,2.593364130203034898e-02
2.361706511493451288e-02,2.521892067163694628e-02,2.402620240383508340e-02,2.270548694097488523e-02,2.565011857316232269e-02,2.255253406262446025e-02,2.345106496939210888e-02,2.370288286090536586e-02,2.416335505693332705e-02,2.265029486692329494e-02
2.350394158139357953e-02,2.366458266497745502e-02,2.570820734985970746e-02,2.445028492490282368e-02,2.883367522335494523e-02,2.148311577352838425e-02,2.223915627669429892e-02,2.338535364750938400e-02,1.570010394970025938e-02,1.902818856193188787e-02
2.252688500125173826e-02,2.277607456398329094e-02,2.336780429827479966e-02,2.436450744426174944e-02,2.409011368126698013e-02,2.100989201993462216e-02,2.153964891937920276e-02,2.272233938701082034e-02,1.924699826241941039e-02,2.317803487279746638e-02
2.224335609490981844e-02,2.329001661166114207e-02,2.125713381203732030e-02,2.492459389627367169e-02,2.896540718593221958e-02,2.049524426020398610e-02,2.047096434786661867e-02,2.121779432288495998e-02,1.738958459645011112e-02,2.226569530165582386e-02
2.121495189169266687e-02,2.239259590336536293e-02,2.059092870252754795e-02,2.547105896310387224e-02,2.112207108082585216e-02,1.961263193977503747e-02,1.989982641467382546e-02,2.077436145200702022e-02,1.950955241398771856e-02,2.542447192873031545e-02
1.927643365633252559e-02,2.189458225024520921e-02,2.077897047675625677e-02,1.971694305791849358e-02,1.773065158765499763e-02,1.833816340275846307e-02,1.918525946089594258e-02,1.918192217725025669e-02,1.867954252736148818e-02,1.921428089924682309e-02
1.940118319967075802e-02,2.119081740935702812e-02,2.057778075866194267e-02,1.968131045669024859e-02,2.234630566163272117e-02,1.811778720418090807e-02,1.891418829863125012e-02,1.974668539181916732e-02,1.533399983345057858e-02,1.690516338270050753e-02
